ítem,Norte,Este,Muestra,De,Hasta,potencia,Vs(m/s),Nspt,(N1)60,SUCS,LL%,LP,IP%,W%,ø°,C(Kg/cm2),densidadhúmeda(gr/cm3),densidadseca(gr/cm3),Qadm.(kg/cm2),Qult.(kg/cm2),TipodeSuelo,SST(ppm),SO4(ppm),CL(ppm),pH(ppm),Colapso,Gravas,Arenas,Finos,colegio,Vs (m/s),LL %,IP %,ø °,C (Kg/cm2),Densidad húmeda (gr/cm3),Densidad seca (gr/cm3),Qadm. (kg/cm2),Qult. (kg/cm2),Tipo de Suelo,SST (ppm),SO4 (ppm),CL (ppm),pH (ppm),?húmeda(gr/cm3),?seca(gr/cm3),? húmeda (gr/cm3),? seca (gr/cm3),profundidad_media
C-3,9407245.0,530808.0,M-2,1.2,2.8,1.6,,,,CL,,21.8,,32.3,,,,,,,,,,,,,0.0,10.8,89.2,14. LOCAL ESCOLAR COLEGIO TÉCNICO DE APLICACIÓN,,29.3,7.5,,,,,,,S2,,,,,,,,,2.0
C-4,9407241.0,530872.0,M-1,0.0,0.6,0.5,,,,SM,,,,1.8,,,,,,,,,,,,,12.9,73.5,13.6,14. LOCAL ESCOLAR COLEGIO TÉCNICO DE APLICACIÓN,,,,,,,,,,S2,,,,,,,,,0.3
C-4,9407241.0,530872.0,M-2,0.6,2.2,1.6,,,,SP,,,,0.9,,,,,,,,,,,,,0.0,97.4,2.6,14. LOCAL ESCOLAR COLEGIO TÉCNICO DE APLICACIÓN,,,,30.35,0.0,1.605,1.567,,,S2,,,,,,,,,1.4000000000000001
C-4,9407241.0,530872.0,M-3,2.2,2.8,0.6,,,,CL,,19.6,,37.3,,,,,,,,,,,,,0.0,14.0,86.0,14. LOCAL ESCOLAR COLEGIO TÉCNICO DE APLICACIÓN,,31.6,12.0,,,,,,,S2,,,,,,,,,2.5
C-5,9407206.0,530869.0,M-1,0.0,0.5,0.4,,,,SP-SM,,,,1.1,,,,,,,,,,,,,4.1,88.6,7.3,14. LOCAL ESCOLAR COLEGIO TÉCNICO DE APLICACIÓN,,,,,,,,,,S2,,,,,,,,,0.25
C-5,9407206.0,530869.0,M-2,0.5,2.2,1.7,,,,SP,,,,21.5,,,,,,,,,,,,,0.0,97.1,2.9,14. LOCAL ESCOLAR COLEGIO TÉCNICO DE APLICACIÓN,,,,29.63,0.0,1.627,1.363,,,S2,,,,,,,,,1.35
C-6,9407159.0,530867.0,M-1,0.0,1.5,1.3,,,,SP,,,,20.8,,,,,,,,,,,,,0.0,95.8,4.2,14. LOCAL ESCOLAR COLEGIO TÉCNICO DE APLICACIÓN,,,,,,,,,,S2,,,,,,,,,0.75
MW-1,9407194.431,530868.0869,M-1,0.0,1.071429,1.071429,,,,,,,,,,,,,,,,,,,,,,,,14. LOCAL ESCOLAR COLEGIO TÉCNICO DE APLICACIÓN,210.803345,,,,,,,,,,,,,,,,,,0.5357145
MW-1,9407194.431,530868.0869,M-2,1.071429,2.307692,1.236263,,,,,,,,,,,,,,,,,,,,,,,,14. LOCAL ESCOLAR COLEGIO TÉCNICO DE APLICACIÓN,208.399028,,,,,,,,,,,,,,,,,,1.6895604999999998
MW-1,9407194.431,530868.0869,M-3,2.307692,3.708791,1.401099,,,,,,,,,,,,,,,,,,,,,,,,14. LOCAL ESCOLAR COLEGIO TÉCNICO DE APLICACIÓN,226.971537,,,,,,,,,,,,,,,,,,3.0082415
MW-1,9407194.431,530868.0869,M-4,3.708791,5.274725,1.565934,,,,,,,,,,,,,,,,,,,,,,,,14. LOCAL ESCOLAR COLEGIO TÉCNICO DE APLICACIÓN,244.257271,,,,,,,,,,,,,,,,,,4.491758
MW-1,9407194.431,530868.0869,M-5,5.274725,7.005495,1.73077,,,,,,,,,,,,,,,,,,,,,,,,14. LOCAL ESCOLAR COLEGIO TÉCNICO DE APLICACIÓN,253.342718,,,,,,,,,,,,,,,,,,6.14011
MW-1,9407194.431,530868.0869,M-6,7.005495,8.901099,1.895604,,,,,,,,,,,,,,,,,,,,,,,,14. LOCAL ESCOLAR COLEGIO TÉCNICO DE APLICACIÓN,254.668653,,,,,,,,,,,,,,,,,,7.953297
MW-1,9407194.431,530868.0869,M-7,8.901099,10.961538,2.060439,,,,,,,,,,,,,,,,,,,,,,,,14. LOCAL ESCOLAR COLEGIO TÉCNICO DE APLICACIÓN,259.327084,,,,,,,,,,,,,,,,,,9.9313185
MW-1,9407194.431,530868.0869,M-8,10.961538,13.186812,2.225274,,,,,,,,,,,,,,,,,,,,,,,,14. LOCAL ESCOLAR COLEGIO TÉCNICO DE APLICACIÓN,273.82037,,,,,,,,,,,,,,,,,,12.074175
MW-1,9407194.431,530868.0869,M-9,13.186812,15.576922,2.39011,,,,,,,,,,,,,,,,,,,,,,,,14. LOCAL ESCOLAR COLEGIO TÉCNICO DE APLICACIÓN,272.377342,,,,,,,,,,,,,,,,,,14.381867
MW-1,9407194.431,530868.0869,M-10,15.576922,18.131867,2.554945,,,,,,,,,,,,,,,,,,,,,,,,14. LOCAL ESCOLAR COLEGIO TÉCNICO DE APLICACIÓN,294.425309,,,,,,,,,,,,,,,,,,16.854394499999998
MW-1,9407194.431,530868.0869,M-11,18.131867,20.851647,2.71978,,,,,,,,,,,,,,,,,,,,,,,,14. LOCAL ESCOLAR COLEGIO TÉCNICO DE APLICACIÓN,298.910767,,,,,,,,,,,,,,,,,,19.491757
MW-1,9407194.431,530868.0869,M-12,20.851647,23.736263,2.884616,,,,,,,,,,,,,,,,,,,,,,,,14. LOCAL ESCOLAR COLEGIO TÉCNICO DE APLICACIÓN,330.541492,,,,,,,,,,,,,,,,,,22.293955
MW-1,9407194.431,530868.0869,M-13,23.736263,26.785713,3.04945,,,,,,,,,,,,,,,,,,,,,,,,14. LOCAL ESCOLAR COLEGIO TÉCNICO DE APLICACIÓN,337.288499,,,,,,,,,,,,,,,,,,25.260988
MW-1,9407194.431,530868.0869,M-14,26.785713,36.428571,9.642858,,,,,,,,,,,,,,,,,,,,,,,,14. LOCAL ESCOLAR COLEGIO TÉCNICO DE APLICACIÓN,369.708955,,,,,,,,,,,,,,,,,,31.607142
MW-2,9407216.481,530833.0229,M-1,0.0,1.071429,1.071429,,,,,,,,,,,,,,,,,,,,,,,,14. LOCAL ESCOLAR COLEGIO TÉCNICO DE APLICACIÓN,243.034512,,,,,,,,,,,,,,,,,,0.5357145
MW-2,9407216.481,530833.0229,M-2,1.071429,2.307692,1.236263,,,,,,,,,,,,,,,,,,,,,,,,14. LOCAL ESCOLAR COLEGIO TÉCNICO DE APLICACIÓN,241.522536,,,,,,,,,,,,,,,,,,1.6895604999999998
MW-2,9407216.481,530833.0229,M-3,2.307692,3.708791,1.401099,,,,,,,,,,,,,,,,,,,,,,,,14. LOCAL ESCOLAR COLEGIO TÉCNICO DE APLICACIÓN,238.96873,,,,,,,,,,,,,,,,,,3.0082415
MW-2,9407216.481,530833.0229,M-4,3.708791,5.274725,1.565934,,,,,,,,,,,,,,,,,,,,,,,,14. LOCAL ESCOLAR COLEGIO TÉCNICO DE APLICACIÓN,231.750652,,,,,,,,,,,,,,,,,,4.491758
MW-2,9407216.481,530833.0229,M-5,5.274725,7.005495,1.73077,,,,,,,,,,,,,,,,,,,,,,,,14. LOCAL ESCOLAR COLEGIO TÉCNICO DE APLICACIÓN,243.375748,,,,,,,,,,,,,,,,,,6.14011
MW-2,9407216.481,530833.0229,M-6,7.005495,8.901099,1.895604,,,,,,,,,,,,,,,,,,,,,,,,14. LOCAL ESCOLAR COLEGIO TÉCNICO DE APLICACIÓN,252.161264,,,,,,,,,,,,,,,,,,7.953297
MW-2,9407216.481,530833.0229,M-7,8.901099,10.961538,2.060439,,,,,,,,,,,,,,,,,,,,,,,,14. LOCAL ESCOLAR COLEGIO TÉCNICO DE APLICACIÓN,256.399006,,,,,,,,,,,,,,,,,,9.9313185
MW-2,9407216.481,530833.0229,M-8,10.961538,13.186812,2.225274,,,,,,,,,,,,,,,,,,,,,,,,14. LOCAL ESCOLAR COLEGIO TÉCNICO DE APLICACIÓN,268.461645,,,,,,,,,,,,,,,,,,12.074175
MW-2,9407216.481,530833.0229,M-9,13.186812,15.576922,2.39011,,,,,,,,,,,,,,,,,,,,,,,,14. LOCAL ESCOLAR COLEGIO TÉCNICO DE APLICACIÓN,282.012343,,,,,,,,,,,,,,,,,,14.381867
MW-2,9407216.481,530833.0229,M-10,15.576922,18.131867,2.554945,,,,,,,,,,,,,,,,,,,,,,,,14. LOCAL ESCOLAR COLEGIO TÉCNICO DE APLICACIÓN,282.289714,,,,,,,,,,,,,,,,,,16.854394499999998
MW-2,9407216.481,530833.0229,M-11,18.131867,20.851647,2.71978,,,,,,,,,,,,,,,,,,,,,,,,14. LOCAL ESCOLAR COLEGIO TÉCNICO DE APLICACIÓN,305.571288,,,,,,,,,,,,,,,,,,19.491757
MW-2,9407216.481,530833.0229,M-12,20.851647,23.736263,2.884616,,,,,,,,,,,,,,,,,,,,,,,,14. LOCAL ESCOLAR COLEGIO TÉCNICO DE APLICACIÓN,308.702946,,,,,,,,,,,,,,,,,,22.293955
MW-2,9407216.481,530833.0229,M-13,23.736263,26.785713,3.04945,,,,,,,,,,,,,,,,,,,,,,,,14. LOCAL ESCOLAR COLEGIO TÉCNICO DE APLICACIÓN,313.386321,,,,,,,,,,,,,,,,,,25.260988
MW-2,9407216.481,530833.0229,M-14,26.785713,36.428571,9.642858,,,,,,,,,,,,,,,,,,,,,,,,14. LOCAL ESCOLAR COLEGIO TÉCNICO DE APLICACIÓN,344.955623,,,,,,,,,,,,,,,,,,31.607142
MW-3,9407209.518,530799.9088,M-1,0.0,1.071429,1.071429,,,,,,,,,,,,,,,,,,,,,,,,14. LOCAL ESCOLAR COLEGIO TÉCNICO DE APLICACIÓN,184.473082,,,,,,,,,,,,,,,,,,0.5357145
MW-3,9407209.518,530799.9088,M-2,1.071429,2.307692,1.236263,,,,,,,,,,,,,,,,,,,,,,,,14. LOCAL ESCOLAR COLEGIO TÉCNICO DE APLICACIÓN,182.223022,,,,,,,,,,,,,,,,,,1.6895604999999998
MW-3,9407209.518,530799.9088,M-3,2.307692,3.708791,1.401099,,,,,,,,,,,,,,,,,,,,,,,,14. LOCAL ESCOLAR COLEGIO TÉCNICO DE APLICACIÓN,191.926986,,,,,,,,,,,,,,,,,,3.0082415
MW-3,9407209.518,530799.9088,M-4,3.708791,5.274725,1.565934,,,,,,,,,,,,,,,,,,,,,,,,14. LOCAL ESCOLAR COLEGIO TÉCNICO DE APLICACIÓN,197.215214,,,,,,,,,,,,,,,,,,4.491758
MW-3,9407209.518,530799.9088,M-5,5.274725,7.005495,1.73077,,,,,,,,,,,,,,,,,,,,,,,,14. LOCAL ESCOLAR COLEGIO TÉCNICO DE APLICACIÓN,218.096972,,,,,,,,,,,,,,,,,,6.14011
MW-3,9407209.518,530799.9088,M-6,7.005495,8.901099,1.895604,,,,,,,,,,,,,,,,,,,,,,,,14. LOCAL ESCOLAR COLEGIO TÉCNICO DE APLICACIÓN,229.130775,,,,,,,,,,,,,,,,,,7.953297
MW-3,9407209.518,530799.9088,M-7,8.901099,10.961538,2.060439,,,,,,,,,,,,,,,,,,,,,,,,14. LOCAL ESCOLAR COLEGIO TÉCNICO DE APLICACIÓN,245.429352,,,,,,,,,,,,,,,,,,9.9313185
MW-3,9407209.518,530799.9088,M-8,10.961538,13.186812,2.225274,,,,,,,,,,,,,,,,,,,,,,,,14. LOCAL ESCOLAR COLEGIO TÉCNICO DE APLICACIÓN,260.811478,,,,,,,,,,,,,,,,,,12.074175
MW-3,9407209.518,530799.9088,M-9,13.186812,15.576922,2.39011,,,,,,,,,,,,,,,,,,,,,,,,14. LOCAL ESCOLAR COLEGIO TÉCNICO DE APLICACIÓN,282.475144,,,,,,,,,,,,,,,,,,14.381867
MW-3,9407209.518,530799.9088,M-10,15.576922,18.131867,2.554945,,,,,,,,,,,,,,,,,,,,,,,,14. LOCAL ESCOLAR COLEGIO TÉCNICO DE APLICACIÓN,280.057669,,,,,,,,,,,,,,,,,,16.854394499999998
MW-3,9407209.518,530799.9088,M-11,18.131867,20.851647,2.71978,,,,,,,,,,,,,,,,,,,,,,,,14. LOCAL ESCOLAR COLEGIO TÉCNICO DE APLICACIÓN,302.979767,,,,,,,,,,,,,,,,,,19.491757
MW-3,9407209.518,530799.9088,M-12,20.851647,23.736263,2.884616,,,,,,,,,,,,,,,,,,,,,,,,14. LOCAL ESCOLAR COLEGIO TÉCNICO DE APLICACIÓN,304.040283,,,,,,,,,,,,,,,,,,22.293955
MW-3,9407209.518,530799.9088,M-13,23.736263,26.785713,3.04945,,,,,,,,,,,,,,,,,,,,,,,,14. LOCAL ESCOLAR COLEGIO TÉCNICO DE APLICACIÓN,308.066696,,,,,,,,,,,,,,,,,,25.260988
MW-3,9407209.518,530799.9088,M-14,26.785713,36.428571,9.642858,,,,,,,,,,,,,,,,,,,,,,,,14. LOCAL ESCOLAR COLEGIO TÉCNICO DE APLICACIÓN,382.215261,,,,,,,,,,,,,,,,,,31.607142
SPT-1,9403724.0,526452.0,M-1,0.0,0.6,0.6,,32.0,40.8,SP-SM,,,,1.6,,,,,,,,,,,,,,,,15. LOCAL ESCOLAR 14064,,,,,,,,3.25,,S2,,,,,,,,,0.3
SPT-1,9403692.0,526452.0,M-2,0.0,1.0,1.0,,26.0,33.15,SM,,,,6.0,,,,,,,,,,,,,0.0,86.8,13.2,15. LOCAL ESCOLAR 14064,,,,,,,,2.64,,S2,,,,,,,,,0.5
SPT-1,9403692.0,526452.0,M-3,1.0,2.0,1.0,,36.0,41.67,SP-SM,,,,3.3,,,,,,,,,,,,,0.0,91.3,8.7,15. LOCAL ESCOLAR 14064,,,,,,,,3.32,,S2,,,,,,,,,1.5
SPT-1,9403692.0,526452.0,M-4,2.0,3.0,1.0,,48.0,52.74,SP-SM,,,,17.6,,,,,,,,,,,,,0.0,92.0,8.0,15. LOCAL ESCOLAR 14064,,,,,,,,4.2,,S2,,,,,,,,,2.5
SPT-1,9403692.0,526452.0,M-5,3.0,4.0,1.0,,55.0,58.4,SM,,,,17.8,,,,,,,,,,,,,0.0,73.1,26.9,15. LOCAL ESCOLAR 14064,,,,,,,,4.65,,S2,,,,,,,,,3.5
SPT-1,9403692.0,526452.0,M-6,4.0,5.0,1.0,,115.0,112.14,SP-SM,,,,17.5,,,,,,,,,,,,,0.0,89.3,10.7,15. LOCAL ESCOLAR 14064,,,,,,,,7.16,,S2,,,,,,,,,4.5
SPT-1,9403692.0,526452.0,M-7,5.0,6.0,1.0,,,,SP-SM,,,,13.7,,,,,,,,,,,,,5.0,84.7,10.3,15. LOCAL ESCOLAR 14064,,,,,,,,,,S2,,,,,,,,,5.5
SPT-2,9403692.0,526493.0,M-1,0.0,1.0,1.0,,41.0,52.28,SP-SM,,,,3.3,,,,,,,,,,,,,3.2,85.2,11.6,15. LOCAL ESCOLAR 14064,,,,,,,,4.16,,S2,,,,,,,,,0.5
SPT-2,9403692.0,526493.0,M-2,1.0,2.0,1.0,,30.0,38.25,SM,,,,1.4,,,,,,,,,,,,,2.9,78.3,18.8,15. LOCAL ESCOLAR 14064,,,,,,,,3.05,,S2,,,,,,,,,1.5
SPT-2,9403692.0,526493.0,M-3,2.0,3.0,1.0,,64.0,70.08,SM,,,,1.2,,,,,,,,,,,,,2.0,77.0,21.0,15. LOCAL ESCOLAR 14064,,,,,,,,5.58,,S2,,,,,,,,,2.5
SPT-2,9403692.0,526493.0,M-4,3.0,3.7,0.7,,66.0,66.71,SM,,,,1.2,,,,,,,,,,,,,3.2,73.7,23.1,15. LOCAL ESCOLAR 14064,,,,,,,,5.31,,S2,,,,,,,,,3.35
SPT-3,9403707.0,526412.0,M-1,0.0,1.0,1.0,,,,SM,,,,,,,,,,,,,,,,,,,,15. LOCAL ESCOLAR 14064,,,,,,,,,,S2,,,,,,,,,0.5
SPT-3,9403707.0,526412.0,M-2,1.0,2.0,1.0,,19.0,23.0,SM ,,,,13.5,,,,,,,,,,,,,0.0,76.21,23.79,15. LOCAL ESCOLAR 14064,,,,,,,,1.92,,S2,,,,,,,,,1.5
SPT-3,9403707.0,526412.0,M-3,2.0,3.0,1.0,,23.0,26.0,SM ,,,,9.68,,,,,,,,,,,,,0.0,68.41,31.59,15. LOCAL ESCOLAR 14064,,,,,,,,2.18,,S2,,,,,,,,,2.5
SPT-3,9403707.0,526412.0,M-4,3.0,4.0,1.0,,41.0,47.0,SM ,,8.13,,9.5,,,,,,,,,,,,,0.0,50.94,49.06,15. LOCAL ESCOLAR 14064,,9.37,1.23,,,,,4.01,,S2,,,,,,,,,3.5
SPT-3,9403707.0,526412.0,M-5,4.0,5.0,1.0,,43.0,48.0,SM ,,6.82,,10.59,,,,,,,,,,,,,0.0,57.97,42.03,15. LOCAL ESCOLAR 14064,,10.6,3.78,,,,,4.04,,S2,,,,,,,,,4.5
SPT-3,9403707.0,526412.0,M-6,5.0,6.0,1.0,,49.0,50.0,SM ,,,,12.12,,,,,,,,,,,,,0.0,81.22,18.78,15. LOCAL ESCOLAR 14064,,,,,,,,4.25,,S2,3645.0,1399.0,230.0,7.02,,,,,5.5
SPT-3,9403707.0,526412.0,M-7,6.0,7.0,1.0,,79.0,83.0,SM ,,,,16.29,,,,,,,,,,,,,0.0,81.0,19.0,15. LOCAL ESCOLAR 14064,,,,,,,,,,S2,,,,,,,,,6.5
SPT-3,9403707.0,526412.0,M-8,7.0,8.0,1.0,,100.0,100.0,SM ,,,,6.49,,,,,,,,,,,,,0.0,56.85,43.15,15. LOCAL ESCOLAR 14064,,,,,,,,,,S2,2943.0,1786.0,211.0,7.06,,,,,7.5
SPT-4,9403685.0,526474.0,M-1,0.0,1.0,1.0,,,,SM,,,,,,,,,,,,,,,,,,,,15. LOCAL ESCOLAR 14064,,,,,,,,,,S2,,,,,,,,,0.5
SPT-4,9403685.0,526474.0,M-2,1.0,2.0,1.0,,18.0,21.0,SM ,,14.25,,15.85,,,,,,,,,,,,,0.0,85.75,14.25,15. LOCAL ESCOLAR 14064,,18.11,3.85,,,,,1.82,,S2,,,,,,,,,1.5
SPT-4,9403685.0,526474.0,M-3,2.0,3.0,1.0,,29.0,32.0,SM ,,,,12.68,,,,,,,,,,,,,0.0,61.07,38.93,15. LOCAL ESCOLAR 14064,,,,,,,,2.75,,S2,3375.0,1403.0,187.0,7.02,,,,,2.5
SPT-4,9403685.0,526474.0,M-4,3.0,4.0,1.0,,31.0,35.0,SM ,,,,10.83,,,,,,,,,,,,,0.0,68.54,31.46,15. LOCAL ESCOLAR 14064,,,,,,,,,,S2,2571.0,1202.0,159.0,6.88,,,,,3.5
SPT-4,9403685.0,526474.0,M-5,4.0,5.0,1.0,,100.0,100.0,SM ,,10.25,,9.71,,,,,,,,,,,,,0.0,68.31,31.69,15. LOCAL ESCOLAR 14064,,14.14,3.89,,,,,,,S2,,,,,,,,,4.5
C-1,9403689.0,526480.0,M-1,0.0,0.6,0.6,,,,SP-SM,,,,1.6,,,,,,,,,,,,,6.3,87.4,6.3,15. LOCAL ESCOLAR 14064,,,,,,2.174,1.966,,,S2,,,,,,,,,0.3
C-1,9403689.0,526480.0,M-2,0.6,5.0,4.4,,,,SP,,,,2.2,,,,,,,,,,,,,0.5,97.6,1.9,15. LOCAL ESCOLAR 14064,,,,27.89,0.02,1.664,1.627,,,S2,,,,,,,,,2.8
C-2,9403711.0,526460.0,M-1,0.0,0.5,0.5,,,,SP-SM,,,,1.7,,,,,,,,,,,,Bajo,4.8,88.7,6.5,15. LOCAL ESCOLAR 14064,,,,,,,1.629,,,S2,1038.0,498.0,230.0,,,,,,0.25
C-2,9403711.0,526460.0,M-2,0.5,5.0,4.5,,,,SP,,,,2.9,,,,,,,,,,,,,4.7,89.9,5.4,15. LOCAL ESCOLAR 14064,,,,30.61,0.0,1.663,1.614,,,S2,567.0,230.0,120.0,,,,,,2.75
C-3,9403707.0,526418.0,M-1,0.3,0.9,0.6,,,,SP-SM,,,,1.6,,,,,,,,,,,,,0.0,95.1,4.9,15. LOCAL ESCOLAR 14064,,,,,,2.2,2.0,,,S2,,,,,,,,,0.6
C-3,9403707.0,526418.0,M-2,0.9,5.0,4.1,,,,SP-SM,,,,6.4,,,,,,,,,,,,,0.0,91.4,8.6,15. LOCAL ESCOLAR 14064,,,,29.39,0.02,1.665,1.652,,,S2,,,,,,,,,2.95
C-4,9403692.0,526448.0,M-1,0.15,5.0,4.85,,,,SP,,,,2.1,,,,,,,,,,,,,0.0,97.7,2.3,15. LOCAL ESCOLAR 14064,,,,,,,,,,S2,2187.0,1551.0,300.0,,,,,,2.575
MW-1,9403701.983,526428.1041,M-1,0.0,1.071429,1.071429,,,,,,,,,,,,,,,,,,,,,,,,15. LOCAL ESCOLAR 14064,313.837916,,,,,,,,,,,,,,,,,,0.5357145
MW-1,9403701.983,526428.1041,M-2,1.071429,2.307692,1.236263,,,,,,,,,,,,,,,,,,,,,,,,15. LOCAL ESCOLAR 14064,317.039698,,,,,,,,,,,,,,,,,,1.6895604999999998
MW-1,9403701.983,526428.1041,M-3,2.307692,3.708791,1.401099,,,,,,,,,,,,,,,,,,,,,,,,15. LOCAL ESCOLAR 14064,330.297709,,,,,,,,,,,,,,,,,,3.0082415
MW-1,9403701.983,526428.1041,M-4,3.708791,5.274725,1.565934,,,,,,,,,,,,,,,,,,,,,,,,15. LOCAL ESCOLAR 14064,366.68843,,,,,,,,,,,,,,,,,,4.491758
MW-1,9403701.983,526428.1041,M-5,5.274725,7.005495,1.73077,,,,,,,,,,,,,,,,,,,,,,,,15. LOCAL ESCOLAR 14064,389.727652,,,,,,,,,,,,,,,,,,6.14011
MW-1,9403701.983,526428.1041,M-6,7.005495,8.901099,1.895604,,,,,,,,,,,,,,,,,,,,,,,,15. LOCAL ESCOLAR 14064,395.548999,,,,,,,,,,,,,,,,,,7.953297
MW-1,9403701.983,526428.1041,M-7,8.901099,10.961538,2.060439,,,,,,,,,,,,,,,,,,,,,,,,15. LOCAL ESCOLAR 14064,398.662299,,,,,,,,,,,,,,,,,,9.9313185
MW-1,9403701.983,526428.1041,M-8,10.961538,13.186812,2.225274,,,,,,,,,,,,,,,,,,,,,,,,15. LOCAL ESCOLAR 14064,390.883297,,,,,,,,,,,,,,,,,,12.074175
MW-1,9403701.983,526428.1041,M-9,13.186812,15.576922,2.39011,,,,,,,,,,,,,,,,,,,,,,,,15. LOCAL ESCOLAR 14064,408.405662,,,,,,,,,,,,,,,,,,14.381867
MW-1,9403701.983,526428.1041,M-10,15.576922,18.131867,2.554945,,,,,,,,,,,,,,,,,,,,,,,,15. LOCAL ESCOLAR 14064,431.150973,,,,,,,,,,,,,,,,,,16.854394499999998
MW-1,9403701.983,526428.1041,M-11,18.131867,20.851647,2.71978,,,,,,,,,,,,,,,,,,,,,,,,15. LOCAL ESCOLAR 14064,433.247149,,,,,,,,,,,,,,,,,,19.491757
MW-1,9403701.983,526428.1041,M-12,20.851647,23.736263,2.884616,,,,,,,,,,,,,,,,,,,,,,,,15. LOCAL ESCOLAR 14064,457.362235,,,,,,,,,,,,,,,,,,22.293955
MW-1,9403701.983,526428.1041,M-13,23.736263,26.785713,3.04945,,,,,,,,,,,,,,,,,,,,,,,,15. LOCAL ESCOLAR 14064,484.300971,,,,,,,,,,,,,,,,,,25.260988
MW-1,9403701.983,526428.1041,M-14,26.785713,36.428571,9.642858,,,,,,,,,,,,,,,,,,,,,,,,15. LOCAL ESCOLAR 14064,512.549937,,,,,,,,,,,,,,,,,,31.607142
MW-2,9403683.743,526445.3931,M-1,0.0,1.071429,1.071429,,,,,,,,,,,,,,,,,,,,,,,,15. LOCAL ESCOLAR 14064,278.313994,,,,,,,,,,,,,,,,,,0.5357145
MW-2,9403683.743,526445.3931,M-2,1.071429,2.307692,1.236263,,,,,,,,,,,,,,,,,,,,,,,,15. LOCAL ESCOLAR 14064,269.476384,,,,,,,,,,,,,,,,,,1.6895604999999998
MW-2,9403683.743,526445.3931,M-3,2.307692,3.708791,1.401099,,,,,,,,,,,,,,,,,,,,,,,,15. LOCAL ESCOLAR 14064,277.636886,,,,,,,,,,,,,,,,,,3.0082415
MW-2,9403683.743,526445.3931,M-4,3.708791,5.274725,1.565934,,,,,,,,,,,,,,,,,,,,,,,,15. LOCAL ESCOLAR 14064,336.103499,,,,,,,,,,,,,,,,,,4.491758
MW-2,9403683.743,526445.3931,M-5,5.274725,7.005495,1.73077,,,,,,,,,,,,,,,,,,,,,,,,15. LOCAL ESCOLAR 14064,392.884612,,,,,,,,,,,,,,,,,,6.14011
MW-2,9403683.743,526445.3931,M-6,7.005495,8.901099,1.895604,,,,,,,,,,,,,,,,,,,,,,,,15. LOCAL ESCOLAR 14064,393.731982,,,,,,,,,,,,,,,,,,7.953297
MW-2,9403683.743,526445.3931,M-7,8.901099,10.961538,2.060439,,,,,,,,,,,,,,,,,,,,,,,,15. LOCAL ESCOLAR 14064,403.941244,,,,,,,,,,,,,,,,,,9.9313185
MW-2,9403683.743,526445.3931,M-8,10.961538,13.186812,2.225274,,,,,,,,,,,,,,,,,,,,,,,,15. LOCAL ESCOLAR 14064,414.561272,,,,,,,,,,,,,,,,,,12.074175
MW-2,9403683.743,526445.3931,M-9,13.186812,15.576922,2.39011,,,,,,,,,,,,,,,,,,,,,,,,15. LOCAL ESCOLAR 14064,427.084714,,,,,,,,,,,,,,,,,,14.381867
MW-2,9403683.743,526445.3931,M-10,15.576922,18.131867,2.554945,,,,,,,,,,,,,,,,,,,,,,,,15. LOCAL ESCOLAR 14064,427.561164,,,,,,,,,,,,,,,,,,16.854394499999998
MW-2,9403683.743,526445.3931,M-11,18.131867,20.851647,2.71978,,,,,,,,,,,,,,,,,,,,,,,,15. LOCAL ESCOLAR 14064,456.962049,,,,,,,,,,,,,,,,,,19.491757
MW-2,9403683.743,526445.3931,M-12,20.851647,23.736263,2.884616,,,,,,,,,,,,,,,,,,,,,,,,15. LOCAL ESCOLAR 14064,490.615845,,,,,,,,,,,,,,,,,,22.293955
MW-2,9403683.743,526445.3931,M-13,23.736263,26.785713,3.04945,,,,,,,,,,,,,,,,,,,,,,,,15. LOCAL ESCOLAR 14064,501.304507,,,,,,,,,,,,,,,,,,25.260988
MW-2,9403683.743,526445.3931,M-14,26.785713,36.428571,9.642858,,,,,,,,,,,,,,,,,,,,,,,,15. LOCAL ESCOLAR 14064,537.957072,,,,,,,,,,,,,,,,,,31.607142
MW-3,9403719.174,526414.6174,M-1,0.0,1.071429,1.071429,,,,,,,,,,,,,,,,,,,,,,,,15. LOCAL ESCOLAR 14064,315.685481,,,,,,,,,,,,,,,,,,0.5357145
MW-3,9403719.174,526414.6174,M-2,1.071429,2.307692,1.236263,,,,,,,,,,,,,,,,,,,,,,,,15. LOCAL ESCOLAR 14064,308.462918,,,,,,,,,,,,,,,,,,1.6895604999999998
MW-3,9403719.174,526414.6174,M-3,2.307692,3.708791,1.401099,,,,,,,,,,,,,,,,,,,,,,,,15. LOCAL ESCOLAR 14064,338.080525,,,,,,,,,,,,,,,,,,3.0082415
MW-3,9403719.174,526414.6174,M-4,3.708791,5.274725,1.565934,,,,,,,,,,,,,,,,,,,,,,,,15. LOCAL ESCOLAR 14064,381.623417,,,,,,,,,,,,,,,,,,4.491758
MW-3,9403719.174,526414.6174,M-5,5.274725,7.005495,1.73077,,,,,,,,,,,,,,,,,,,,,,,,15. LOCAL ESCOLAR 14064,428.073436,,,,,,,,,,,,,,,,,,6.14011
MW-3,9403719.174,526414.6174,M-6,7.005495,8.901099,1.895604,,,,,,,,,,,,,,,,,,,,,,,,15. LOCAL ESCOLAR 14064,459.55199,,,,,,,,,,,,,,,,,,7.953297
